codepoint,edition,sequence,commons_title,page,side,rotation,crop_x0,crop_x1,x,y,w,h,render_width,frame_top,pitch,kind,score,juan,radical,similarity,status
3D25E,ccz,C-00591,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,right,-0.007,950,1920,42,525,56,87,1920,516,84.05,headword,0.998,卷一下,12,0.934,approved
3D25F,ccz,C-00592,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,859,513,60,102,1920,508,84.94,headword,0.998,卷一下,12,0.938,approved
3D260,ccz,C-00593,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,763,510,68,106,1920,508,84.94,headword,1.0,卷一下,12,0.901,approved
3D261,ccz,C-00594,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,691,511,54,106,1920,508,84.94,headword,1.0,卷一下,12,0.975,approved
3D262,ccz,C-00595,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,592,513,66,104,1920,508,84.94,headword,0.999,卷一下,12,0.768,approved
3D263,ccz,C-00596,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,508,513,71,102,1920,508,84.94,headword,1.0,卷一下,12,0.73,approved
3D264,ccz,C-00597,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,437,510,50,105,1920,508,84.94,headword,1.0,卷一下,12,0.969,approved
3D265,ccz,C-00598,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,353,511,53,100,1920,508,84.94,headword,0.999,卷一下,12,0.961,approved
3D266,ccz,C-00599,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,255,512,74,104,1920,508,84.94,headword,0.992,卷一下,12,0.789,approved
3D267,ccz,C-00600,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,170,508,72,104,1920,508,84.94,headword,0.999,卷一下,12,0.802,approved
3D268,ccz,C-00601,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,48,left,-0.25,0,950,85,508,73,104,1920,508,84.94,headword,1.0,卷一下,12,0.722,approved
3D269,ccz,C-00602,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,797,509,69,102,1920,509,84.53,headword,0.985,卷一下,12,0.874,approved
3D26D,ccz,C-00606,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,459,509,68,108,1920,509,84.53,headword,0.989,卷一下,12,0.827,approved
3D26F,ccz,C-00608,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,285,514,74,105,1920,509,84.53,headword,0.993,卷一下,12,0.793,approved
3D270,ccz,C-00609,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,203,514,71,103,1920,509,84.53,headword,0.965,卷一下,12,0.641,approved
3D271,ccz,C-00610,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,120,524,54,86,1920,509,84.53,headword,1.0,卷一下,12,0.725,approved
3D272,ccz,C-00611,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,right,0.941,949,1920,32,517,73,100,1920,509,84.53,headword,0.999,卷一下,12,0.651,approved
3D273,ccz,C-00612,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,852,509,66,103,1920,507,84.06,headword,0.999,卷一下,12,0.544,approved
3D274,ccz,C-00613,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,767,511,66,104,1920,507,84.06,headword,0.996,卷一下,12,0.849,approved
3D275,ccz,C-00614,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,682,509,70,105,1920,507,84.06,headword,0.998,卷一下,12,0.573,approved
3D276,ccz,C-00615,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,595,511,71,103,1920,507,84.06,headword,0.998,卷一下,12,0.837,approved
3D27B,ccz,C-00620,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,49,left,-0.147,0,949,91,507,68,107,1920,507,84.06,headword,0.996,卷一下,12,0.72,approved
3D27C,ccz,C-00621,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,803,506,53,103,1920,501,83.97,headword,1.0,卷一下,12,0.979,approved
3D27D,ccz,C-00622,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,717,506,56,105,1920,501,83.97,headword,0.998,卷一下,12,0.954,approved
3D27E,ccz,C-00623,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,638,506,49,102,1920,501,83.97,headword,0.998,卷一下,12,0.988,approved
3D27F,ccz,C-00624,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,552,505,50,101,1920,501,83.97,headword,1.0,卷一下,12,0.983,approved
3D280,ccz,C-00625,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,467,505,50,101,1920,501,83.97,headword,1.0,卷一下,12,0.986,approved
3D281,ccz,C-00626,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,373,501,70,108,1920,501,83.97,headword,1.0,卷一下,12,0.909,approved
3D282,ccz,C-00627,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,294,506,55,102,1920,501,83.97,headword,1.0,卷一下,12,0.968,approved
3D283,ccz,C-00628,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,right,-0.043,946,1920,203,505,61,103,1920,501,83.97,headword,0.999,卷一下,12,0.977,approved
3D284,ccz,C-00629,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,851,518,51,97,1920,514,84.12,headword,0.999,卷一下,12,0.988,approved
3D285,ccz,C-00630,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,772,1218,41,93,1920,514,84.12,inline,0.999,卷一下,12,0.986,approved
3D286,ccz,C-00631,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,676,514,69,103,1920,514,84.12,headword,1.0,卷一下,12,0.821,approved
3D287,ccz,C-00632,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,592,517,63,101,1920,514,84.12,headword,0.98,卷一下,12,0.946,approved
3D288,ccz,C-00633,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,510,514,52,106,1920,514,84.12,headword,1.0,卷一下,12,0.949,approved
3D289,ccz,C-00634,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,423,516,58,104,1920,514,84.12,headword,0.999,卷一下,12,0.944,approved
3D28A,ccz,C-00635,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,340,517,57,102,1920,514,84.12,headword,1.0,卷一下,12,0.964,approved
3D28B,ccz,C-00636,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,340,1537,58,107,1920,514,84.12,inline,1.0,卷一下,12,0.977,approved
3D28C,ccz,C-00637,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,173,516,49,103,1920,514,84.12,headword,1.0,卷一下,12,0.979,approved
3D28D,ccz,C-00638,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,50,left,0.03,0,946,91,519,53,98,1920,514,84.12,headword,0.999,卷一下,12,0.962,approved
3D28E,ccz,C-00639,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,790,526,75,101,1920,520,85.03,headword,0.998,卷一下,12,0.77,approved
3D28F,ccz,C-00640,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,709,527,70,99,1920,520,85.03,headword,0.985,卷一下,12,0.76,approved
3D290,ccz,C-00641,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,623,524,70,106,1920,520,85.03,headword,0.996,卷一下,12,0.791,approved
3D291,ccz,C-00642,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,540,522,69,107,1920,520,85.03,headword,0.998,卷一下,12,0.856,approved
3D292,ccz,C-00643,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,456,524,68,103,1920,520,85.03,headword,0.995,卷一下,12,0.681,approved
3D293,ccz,C-00644,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,281,523,75,103,1920,520,85.03,headword,0.999,卷一下,12,0.79,approved
3D294,ccz,C-00645,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,200,522,69,107,1920,520,85.03,headword,0.994,卷一下,12,0.75,approved
3D295,ccz,C-00646,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,115,522,69,104,1920,520,85.03,headword,1.0,卷一下,12,0.852,approved
3D296,ccz,C-00647,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,right,0.361,944,1920,19,525,70,104,1920,520,85.03,headword,1.0,卷一下,12,0.743,approved
3D297,ccz,C-00648,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,860,508,64,99,1920,502,85.46,headword,0.999,卷一下,12,0.944,approved
3D298,ccz,C-00649,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,761,507,71,103,1920,502,85.46,headword,1.0,卷一下,12,0.679,approved
3D299,ccz,C-00650,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,590,507,66,108,1920,502,85.46,headword,0.992,卷一下,12,0.921,approved
3D29B,ccz,C-00652,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,421,508,69,102,1920,502,85.46,headword,0.999,卷一下,12,0.751,approved
3D29C,ccz,C-00653,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,351,508,53,96,1920,502,85.46,headword,0.999,卷一下,12,0.982,approved
3D29D,ccz,C-00654,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,263,508,61,102,1920,502,85.46,headword,0.999,卷一下,12,0.843,approved
3D29E,ccz,C-00655,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,167,505,69,109,1920,502,85.46,headword,0.984,卷一下,12,0.835,approved
3D29F,ccz,C-00656,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,51,left,-0.277,0,944,81,504,75,106,1920,502,85.46,headword,0.996,卷一下,12,0.552,approved
3D2A0,ccz,C-00657,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,801,523,62,100,1920,514,84.69,headword,0.994,卷一下,12,0.971,approved
3D2A1,ccz,C-00658,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,799,1115,59,100,1920,514,84.69,inline,0.998,卷一下,12,0.934,approved
3D2A2,ccz,C-00659,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,799,1385,56,100,1920,514,84.69,inline,0.999,卷一下,12,0.95,approved
3D2A3,ccz,C-00660,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,704,521,67,101,1920,514,84.69,headword,0.993,卷一下,12,0.714,approved
3D2A4,ccz,C-00661,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,621,520,67,92,1920,514,84.69,headword,0.997,卷一下,12,0.787,approved
3D2A5,ccz,C-00662,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,536,514,74,107,1920,514,84.69,headword,0.982,卷一下,12,0.82,approved
3D2A7,ccz,C-00663,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,452,514,73,108,1920,514,84.69,headword,0.98,卷一下,12,0.813,approved
3D2A8,ccz,C-00664,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,454,1062,71,104,1920,514,84.69,inline,0.998,卷一下,12,0.858,approved
3D2A9,ccz,C-00665,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,366,514,75,108,1920,514,84.69,headword,0.996,卷一下,12,0.73,approved
3D2AA,ccz,C-00666,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,288,1220,61,110,1920,514,84.69,inline,0.998,卷一下,12,0.955,approved
3D2AB,ccz,C-00667,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,198,518,68,104,1920,514,84.69,headword,1.0,卷一下,12,0.92,approved
3D2AC,ccz,C-00668,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,113,514,69,107,1920,514,84.69,headword,1.0,卷一下,12,0.926,approved
3D2AD,ccz,C-00669,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,right,-0.117,947,1920,28,516,67,106,1920,514,84.69,headword,0.99,卷一下,12,0.739,approved
3D2AE,ccz,C-00670,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,858,523,49,105,1920,521,84.0,headword,1.0,卷一下,12,0.972,approved
3D2AF,ccz,C-00671,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,771,525,50,88,1920,521,84.0,headword,1.0,卷一下,12,0.966,approved
3D2B0,ccz,C-00672,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,594,524,62,104,1920,521,84.0,headword,1.0,卷一下,12,0.95,approved
3D2B1,ccz,C-00673,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,514,525,60,105,1920,521,84.0,headword,0.996,卷一下,12,0.942,approved
3D2B2,ccz,C-00674,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,428,524,51,108,1920,521,84.0,headword,0.998,卷一下,12,0.971,approved
3D2B3,ccz,C-00675,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,348,522,50,105,1920,521,84.0,headword,0.999,卷一下,12,0.981,approved
3D2B4,ccz,C-00676,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,260,528,63,93,1920,521,84.0,headword,1.0,卷一下,12,0.962,approved
3D2B5,ccz,C-00677,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,172,523,65,107,1920,521,84.0,headword,1.0,卷一下,12,0.946,approved
3D2B6,ccz,C-00678,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,91,525,59,105,1920,521,84.0,headword,0.999,卷一下,12,0.986,approved
3D2B7,ccz,C-00679,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,52,left,0.126,0,947,96,1128,49,96,1920,521,84.0,inline,0.83,卷一下,12,0.966,approved
3D2B8,ccz,C-00680,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,710,527,55,108,1920,523,84.77,headword,0.995,卷一下,12,0.95,approved
3D2B9,ccz,C-00681,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,629,529,52,93,1920,523,84.77,headword,1.0,卷一下,12,0.97,approved
3D2BA,ccz,C-00682,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,622,1118,69,105,1920,523,84.77,inline,0.887,卷一下,12,0.918,approved
3D2BB,ccz,C-00683,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,545,526,48,109,1920,523,84.77,headword,0.994,卷一下,12,0.99,approved
3D2BC,ccz,C-00684,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,461,527,54,105,1920,523,84.77,headword,1.0,卷一下,12,0.978,approved
3D2BD,ccz,C-00685,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,376,529,64,101,1920,523,84.77,headword,0.999,卷一下,12,0.945,approved
3D2BE,ccz,C-00686,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,290,527,60,103,1920,523,84.77,headword,0.999,卷一下,12,0.981,approved
3D2BF,ccz,C-00687,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,206,526,56,95,1920,523,84.77,headword,0.999,卷一下,12,0.981,approved
3D2C0,ccz,C-00688,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,120,525,55,105,1920,523,84.77,headword,1.0,卷一下,12,0.965,approved
3D2C1,ccz,C-00689,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,right,0.182,946,1920,22,523,72,114,1920,523,84.77,headword,0.979,卷一下,12,0.673,approved
3D2C2,ccz,C-00690,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,861,516,54,93,1920,507,84.02,headword,0.999,卷一下,12,0.935,approved
3D2C3,ccz,C-00691,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,759,507,71,107,1920,507,84.02,headword,0.949,卷一下,12,0.894,approved
3D2C4,ccz,C-00692,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,675,513,67,88,1920,507,84.02,headword,1.0,卷一下,12,0.548,approved
3D2C5,ccz,C-00693,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,604,512,52,102,1920,507,84.02,headword,0.999,卷一下,12,0.968,approved
3D2C6,ccz,C-00694,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,513,513,62,102,1920,507,84.02,headword,0.998,卷一下,12,0.92,approved
3D2C7,ccz,C-00695,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,420,507,70,107,1920,507,84.02,headword,0.993,卷一下,12,0.755,approved
3D2C8,ccz,C-00696,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,428,1215,57,104,1920,507,84.02,inline,0.999,卷一下,12,0.942,approved
3D2C9,ccz,C-00697,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,337,512,64,102,1920,507,84.02,headword,1.0,卷一下,12,0.853,approved
3D2CA,ccz,C-00698,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,267,515,54,89,1920,507,84.02,headword,1.0,卷一下,12,0.919,approved
3D2CB,ccz,C-00699,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,168,514,76,100,1920,507,84.02,headword,0.999,卷一下,12,0.712,approved
3D2CC,ccz,C-00700,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,53,left,-0.474,0,946,98,512,57,105,1920,507,84.02,headword,0.999,卷一下,12,0.96,approved
3D2CD,ccz,C-00701,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,803,525,62,101,1920,519,84.99,headword,1.0,卷一下,12,0.978,approved
3D2CE,ccz,C-00702,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,797,1228,63,106,1920,519,84.99,inline,0.97,卷一下,12,0.983,approved
3D2CF,ccz,C-00703,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,712,907,64,101,1920,519,84.99,inline,1.0,卷一下,12,0.902,approved
3D2D0,ccz,C-00704,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,634,525,61,103,1920,519,84.99,headword,1.0,卷一下,12,0.941,approved
3D2D1,ccz,C-00705,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,553,526,52,100,1920,519,84.99,headword,1.0,卷一下,12,0.963,approved
3D2D2,ccz,C-00706,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,452,519,76,107,1920,519,84.99,headword,0.997,卷一下,12,0.658,approved
3D2D3,ccz,C-00707,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,297,524,54,102,1920,519,84.99,headword,0.997,卷一下,12,0.957,approved
3D2D4,ccz,C-00708,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,200,519,68,107,1920,519,84.99,headword,0.999,卷一下,12,0.847,approved
3D2D5,ccz,C-00709,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,113,519,69,107,1920,519,84.99,headword,0.922,卷一下,12,0.721,approved
3D2D6,ccz,C-00710,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,right,-0.221,947,1920,28,519,71,103,1920,519,84.99,headword,0.998,卷一下,12,0.735,approved
3D2D7,ccz,C-00711,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,846,511,66,111,1920,507,85.0,headword,0.997,卷一下,12,0.818,approved
3D2D8,ccz,C-00712,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,762,509,71,105,1920,507,85.0,headword,0.999,卷一下,12,0.791,approved
3D2D9,ccz,C-00713,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,677,507,72,108,1920,507,85.0,headword,0.999,卷一下,12,0.723,approved
3D2DC,ccz,C-00716,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,422,507,67,108,1920,507,85.0,manual,1.0,卷一下,12,0.576,approved
3D2DD,ccz,C-00717,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,338,509,70,98,1920,507,85.0,headword,0.999,卷一下,12,0.79,approved
3D2DE,ccz,C-00718,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,252,507,71,106,1920,507,85.0,headword,0.632,卷一下,12,0.653,approved
3D2DF,ccz,C-00719,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,169,507,69,108,1920,507,85.0,headword,0.997,卷一下,12,0.863,approved
3D2E0,ccz,C-00720,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,54,left,-0.252,0,947,83,507,69,108,1920,507,85.0,headword,0.996,卷一下,12,0.702,approved
3D2E1,ccz,C-00721,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,809,516,52,99,1920,510,85.55,headword,1.0,卷一下,12,0.955,approved
3D2E2,ccz,C-00722,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,724,512,51,101,1920,510,85.55,headword,1.0,卷一下,12,0.978,approved
3D2E3,ccz,C-00723,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,639,512,53,107,1920,510,85.55,headword,0.999,卷一下,12,0.93,approved
3D2E4,ccz,C-00724,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,550,513,59,100,1920,510,85.55,headword,1.0,卷一下,12,0.959,approved
3D2E5,ccz,C-00725,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,469,513,58,105,1920,510,85.55,headword,1.0,卷一下,12,0.944,approved
3D2E6,ccz,C-00726,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,468,1546,60,105,1920,510,85.55,inline,0.999,卷一下,12,0.921,approved
3D2E7,ccz,C-00727,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,301,513,55,108,1920,510,85.55,headword,0.998,卷一下,12,0.954,approved
3D2E8,ccz,C-00728,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,215,512,53,102,1920,510,85.55,headword,0.999,卷一下,12,0.945,approved
3D2E9,ccz,C-00729,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,127,517,55,100,1920,510,85.55,headword,0.997,卷一下,12,0.958,approved
3D2EA,ccz,C-00730,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,29,513,72,105,1920,510,85.55,headword,0.999,卷一下,12,0.609,approved
3D2EB,ccz,C-00731,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,844,519,65,108,1920,515,84.24,manual,0.993,卷一下,12,0.614,approved
3D2EC,ccz,C-00732,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,771,519,56,105,1920,515,84.24,headword,0.995,卷一下,12,0.945,approved
3D2ED,ccz,C-00733,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,693,520,50,104,1920,515,84.24,headword,0.997,卷一下,12,0.946,approved
3D2EE,ccz,C-00734,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,603,522,56,95,1920,515,84.24,headword,0.999,卷一下,12,0.969,approved
3D2EF,ccz,C-00735,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,519,519,52,107,1920,515,84.24,headword,1.0,卷一下,12,0.977,approved
3D2F0,ccz,C-00736,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,432,519,53,101,1920,515,84.24,headword,1.0,卷一下,12,0.977,approved
3D2F1,ccz,C-00737,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,350,516,54,113,1920,515,84.24,headword,0.991,卷一下,12,0.968,approved
3D2F2,ccz,C-00738,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,264,518,56,103,1920,515,84.24,headword,1.0,卷一下,12,0.986,approved
3D2F3,ccz,C-00739,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,167,518,69,105,1920,515,84.24,headword,1.0,卷一下,12,0.875,approved
3D2F4,ccz,C-00740,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,96,521,53,98,1920,515,84.24,headword,0.997,卷一下,12,0.974,approved
3D2F5,ccz,C-00741,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,805,508,66,107,1920,506,84.37,headword,0.999,卷一下,12,0.897,approved
