codepoint,edition,sequence,commons_title,page,side,rotation,crop_x0,crop_x1,x,y,w,h,render_width,kind,score,juan,radical,status
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,119,519,57,101,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,right,0.03,953,1920,19,511,77,108,1920,headword,0.978,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,872,520,54,88,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,779,515,73,104,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,701,522,61,104,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,618,519,54,108,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,534,521,56,99,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,368,519,51,106,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,357,1113,73,104,1920,inline,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,280,522,56,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,198,521,53,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,38,left,-0.916,0,953,104,515,74,107,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,797,536,55,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,715,538,58,97,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,627,535,57,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,544,534,53,97,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,461,535,59,102,1920,headword,0.992,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,377,533,53,100,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,295,533,49,109,1920,headword,0.984,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,211,532,51,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,122,533,53,105,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,right,-0.911,960,1920,29,529,66,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,left,-0.688,0,960,855,547,71,99,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,left,-0.688,0,960,771,546,71,101,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,left,-0.688,0,960,687,541,70,107,1920,headword,0.974,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,left,-0.688,0,960,601,541,70,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,left,-0.688,0,960,517,547,68,99,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,left,-0.688,0,960,349,544,70,104,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,left,-0.688,0,960,181,543,71,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,39,left,-0.688,0,960,97,541,71,111,1920,headword,0.974,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,787,545,65,109,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,705,547,59,96,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,624,545,62,101,1920,headword,1.0,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,541,548,57,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,451,546,62,97,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,374,547,54,89,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,292,546,51,105,1920,headword,0.937,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,204,544,52,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,119,544,63,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,28,538,71,109,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,right,-0.068,950,1920,36,1237,53,87,1920,inline,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,855,519,63,104,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,768,512,73,108,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,685,516,70,104,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,598,512,70,108,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,526,515,57,100,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,444,514,59,105,1920,headword,0.99,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,364,516,52,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,263,515,68,105,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,180,512,67,108,1920,headword,0.987,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,40,left,-0.655,0,950,96,512,73,108,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,791,522,61,104,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,714,520,54,106,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,627,519,55,108,1920,headword,0.987,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,548,520,50,99,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,463,519,55,108,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,383,520,51,102,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,283,517,74,109,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,215,520,49,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,205,1440,59,99,1920,inline,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,right,-0.589,954,1920,23,515,72,99,1920,headword,0.98,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,769,510,71,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,692,514,57,104,1920,headword,0.988,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,609,516,53,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,524,513,51,89,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,433,513,55,103,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,350,513,62,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,265,513,63,103,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,184,511,56,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,41,left,0.027,0,954,100,512,55,106,1920,headword,0.958,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,788,521,63,106,1920,headword,0.992,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,715,524,49,98,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,628,521,51,103,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,620,1116,64,107,1920,inline,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,541,520,54,97,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,459,520,54,103,1920,headword,0.981,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,369,519,57,105,1920,headword,0.984,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,290,520,57,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,204,521,56,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,204,1552,60,106,1920,inline,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,22,516,80,105,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,right,-0.135,949,1920,25,1043,78,108,1920,inline,0.973,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,845,517,81,107,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,776,520,50,102,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,689,521,53,103,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,590,517,72,108,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,597,1316,56,105,1920,inline,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,515,521,59,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,426,521,67,108,1920,headword,0.955,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,345,523,63,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,253,517,70,107,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,169,521,70,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,94,522,57,102,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,42,left,-0.49,0,949,94,1482,55,104,1920,inline,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,702,531,64,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,620,534,58,104,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,540,530,54,105,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,452,531,57,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,374,532,51,100,1920,headword,0.992,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,287,530,53,102,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,202,530,51,101,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,right,-0.581,950,1920,116,530,59,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,853,523,80,106,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,772,523,70,103,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,693,527,53,100,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,603,526,60,101,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,516,526,62,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,437,525,57,107,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,350,525,56,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,185,528,52,101,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,189,1109,63,102,1920,inline,0.988,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,43,left,-0.253,0,950,101,527,57,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,790,541,53,101,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,705,543,55,97,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,624,539,51,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,537,539,56,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,452,538,58,103,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,372,535,67,107,1920,headword,0.702,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,282,538,58,108,1920,headword,0.983,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,201,536,70,108,1920,headword,0.99,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,117,542,49,99,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,right,0.061,949,1920,21,535,80,110,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,854,541,63,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,772,544,69,98,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,684,541,74,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,603,541,70,92,1920,headword,0.98,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,520,544,67,103,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,431,541,73,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,352,545,56,100,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,270,547,51,89,1920,headword,0.992,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,179,547,67,99,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,44,left,0.138,0,949,99,544,48,103,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,786,532,74,106,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,704,532,71,106,1920,headword,0.987,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,620,537,70,101,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,619,1110,69,106,1920,inline,0.972,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,539,532,69,106,1920,headword,0.99,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,456,534,68,107,1920,headword,0.953,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,371,532,68,105,1920,headword,0.912,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,285,532,70,106,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,196,532,74,106,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,119,536,52,102,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,33,539,68,96,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,right,0.569,951,1920,36,912,53,100,1920,inline,0.846,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,849,515,79,107,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,765,515,73,107,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,681,515,73,107,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,597,515,73,107,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,512,515,70,107,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,430,518,64,104,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,345,519,70,103,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,179,515,69,107,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,45,left,-0.593,0,951,94,515,67,107,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,707,528,56,106,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,628,531,48,98,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,532,530,62,104,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,448,526,63,104,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,364,526,73,110,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,287,530,51,105,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,204,531,50,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,120,532,49,101,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,right,0.131,948,1920,29,526,70,108,1920,headword,0.986,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,850,524,72,103,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,860,1118,68,96,1920,inline,0.847,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,780,524,52,102,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,681,523,61,103,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,607,523,55,105,1920,headword,0.988,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,599,917,71,108,1920,inline,0.805,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,46,left,-0.595,0,948,526,524,51,102,1920,headword,0.993,卷一下,12,conflict
