codepoint,edition,sequence,commons_title,page,side,rotation,crop_x0,crop_x1,x,y,w,h,render_width,kind,score,juan,radical,status
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,546,1004,73,55,1920,inline,0.831,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,471,513,56,60,1920,headword,0.986,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,290,510,76,63,1920,headword,0.964,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,207,510,72,63,1920,headword,0.93,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,246,998,33,63,1920,inline,0.889,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,127,517,54,63,1920,inline,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,right,0.53,945,1920,46,557,55,59,1920,inline,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,844,515,75,112,1920,headword,0.927,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,771,519,56,105,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,693,520,50,104,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,603,522,56,95,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,519,519,52,107,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,432,519,53,101,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,350,516,54,113,1920,headword,0.887,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,264,518,56,103,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,167,518,69,105,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,55,left,0.363,0,945,96,521,53,98,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,801,506,70,109,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,721,511,58,100,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,642,511,48,101,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,554,510,51,102,1920,headword,0.973,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,463,506,70,109,1920,headword,0.94,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,292,506,63,105,1920,headword,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,303,1055,63,103,1920,inline,0.854,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,212,506,65,110,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,131,510,60,105,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,right,1.091,946,1920,38,506,75,108,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,841,504,83,109,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,760,504,70,106,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,679,504,70,107,1920,headword,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,600,507,55,108,1920,headword,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,517,507,51,103,1920,headword,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,334,737,73,109,1920,inline,0.821,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,263,506,48,107,1920,headword,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,161,504,70,97,1920,headword,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,56,left,-0.099,0,946,78,504,71,109,1920,headword,0.995,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,780,508,60,104,1920,headword,0.997,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,694,508,56,101,1920,headword,0.987,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,525,613,57,108,1920,inline,0.993,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,442,615,55,108,1920,inline,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,437,848,74,108,1920,inline,0.991,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,355,615,71,111,1920,inline,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,341,512,2,98,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,274,618,69,97,1920,inline,0.95,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,186,619,70,104,1920,inline,0.998,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,right,0.535,969,1920,17,615,63,108,1920,inline,0.996,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,855,626,51,108,1920,inline,0.999,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,772,628,49,101,1920,inline,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,672,516,2,69,1920,headword,0.945,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,679,628,63,103,1920,inline,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,586,626,72,108,1920,inline,0.994,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,499,516,7,108,1920,headword,0.989,卷一下,12,conflict
,ccz,,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,499,624,76,108,1920,inline,0.989,卷一下,12,conflict
3D317,ccz,C-00775,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,246,519,67,103,1920,headword,0.999,卷一下,13,aligned
3D318,ccz,C-00776,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,172,736,61,108,1920,inline,0.975,卷一下,13,aligned
3D319,ccz,C-00777,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,92,518,59,103,1920,headword,0.999,卷一下,13,aligned
3D31A,ccz,C-00778,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,86,1279,60,103,1920,inline,0.996,卷一下,13,aligned
3D31B,ccz,C-00779,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,57,left,0.075,0,969,88,1607,54,101,1920,inline,0.999,卷一下,13,aligned
3D31C,ccz,C-00780,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,58,right,1.199,942,1920,642,511,53,99,1920,headword,0.996,卷一下,14,aligned
3D31D,ccz,C-00781,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,58,right,1.199,942,1920,557,509,50,105,1920,headword,0.999,卷一下,14,aligned
3D31E,ccz,C-00782,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,58,right,1.199,942,1920,471,509,53,103,1920,headword,0.999,卷一下,14,aligned
3D31F,ccz,C-00783,File:NLC892-312002098744-312888 說文解字 十五卷 第1冊.pdf,58,right,1.199,942,1920,380,504,72,108,1920,headword,0.991,卷一下,14,aligned
